State,Crop,Soil_Type,Temperature,Humidity,Rainfall,Soil_Moisture,Water_Required
Maharashtra,Wheat,Sandy,38.06,46.93,52.26,54.93,17.66
AndhraPradesh,Maize,Peaty,36.96,66.81,68.68,55.38,18.88
Maharashtra,Wheat,Loamy,29.08,60.81,5.32,58.98,9.46
Bihar,Wheat,Loamy,25.5,35.59,66.26,10.55,24.17
AndhraPradesh,Pulses,Silty,37.1,30.25,64.79,42.22,21.17
Telangana,Wheat,Peaty,26.1,55.23,57.56,30.29,19.53
MadhyaPradesh,Rice,Sandy,21.07,36.96,83.0,32.69,20.08
UttarPradesh,Cotton,Loamy,32.85,82.03,50.43,26.58,21.58
Gujarat,Groundnut,Loamy,20.29,79.05,40.35,26.04,16.91
Rajasthan,Pulses,Sandy,22.88,79.95,37.88,19.18,18.82
Haryana,Maize,Clay,36.05,61.61,90.21,41.7,23.5
AndhraPradesh,Cotton,Sandy,21.92,57.17,26.39,55.89,10.04
Bihar,Cotton,Loamy,32.5,50.1,6.13,28.67,16.63
TamilNadu,Wheat,Peaty,31.28,52.04,93.13,19.4,26.82
MadhyaPradesh,Wheat,Silty,26.02,39.11,99.18,12.06,27.31
Bihar,Wheat,Peaty,22.22,55.32,18.68,16.24,17.29
Haryana,Sugarcane,Sandy,36.06,80.57,38.66,42.17,18.25
MadhyaPradesh,Maize,Loamy,33.78,83.72,95.35,59.53,19.76
Maharashtra,Maize,Silty,36.13,86.93,90.34,20.22,27.83
Rajasthan,Sugarcane,Clay,32.11,34.03,33.15,18.43,21.26
Rajasthan,Groundnut,Sandy,24.96,30.28,49.61,54.47,13.55
Maharashtra,Groundnut,Clay,34.1,53.93,65.09,59.08,16.92
UttarPradesh,Wheat,Clay,28.26,31.4,44.63,16.24,21.69
AndhraPradesh,Cotton,Silty,37.96,59.76,29.2,49.07,16.49
Bihar,Pulses,Silty,21.92,32.8,84.74,52.71,16.51
Karnataka,Cotton,Sandy,24.47,56.46,89.56,50.49,18.2
Haryana,Pulses,Peaty,23.27,47.08,18.5,35.55,13.72
Karnataka,Cotton,Sandy,25.85,87.13,58.99,46.67,16.32
Bihar,Cotton,Sandy,36.94,42.82,82.16,24.32,26.43
Telangana,Wheat,Silty,23.33,62.89,68.31,43.19,17.19
Punjab,Pulses,Loamy,38.79,37.15,38.93,44.1,18.71
Punjab,Wheat,Silty,36.98,82.39,82.2,39.67,23.38
Punjab,Cotton,Peaty,33.88,52.43,83.67,48.61,20.81
AndhraPradesh,Cotton,Loamy,33.19,48.15,47.87,53.58,16.03
Haryana,Maize,Sandy,34.65,65.17,31.29,17.23,22.08
Haryana,Sugarcane,Sandy,36.05,40.66,62.91,23.03,24.5
Haryana,Pulses,Peaty,30.39,72.24,44.52,45.95,16.38
Gujarat,Sugarcane,Silty,38.52,55.45,23.58,20.82,21.75
Bihar,Wheat,Silty,29.41,40.59,28.98,53.02,13.12
Haryana,Sugarcane,Peaty,20.51,33.12,37.86,51.32,11.68
Haryana,Cotton,Clay,39.06,79.46,63.35,14.41,27.17
MadhyaPradesh,Rice,Sandy,21.77,49.75,6.6,20.16,15.16
AndhraPradesh,Cotton,Silty,39.62,43.75,86.89,53.93,21.79
UttarPradesh,Cotton,Silty,30.29,75.44,42.02,41.43,17.0
Karnataka,Cotton,Loamy,25.0,37.95,5.44,28.88,14.27
Gujarat,Groundnut,Silty,38.53,72.81,88.39,48.88,22.62
AndhraPradesh,Pulses,Clay,39.46,58.93,63.78,37.16,22.78
AndhraPradesh,Rice,Sandy,32.64,78.76,69.95,55.39,17.71
AndhraPradesh,Maize,Clay,33.76,82.3,15.71,27.95,18.11
Haryana,Pulses,Clay,26.24,33.27,74.38,51.61,16.99
Rajasthan,Groundnut,Silty,31.76,37.36,56.14,33.16,20.51
Gujarat,Maize,Silty,30.44,70.8,85.36,45.37,20.59
Bihar,Sugarcane,Loamy,29.9,48.88,10.84,45.05,13.04
TamilNadu,Sugarcane,Peaty,36.77,48.51,87.15,14.01,28.94
Maharashtra,Maize,Silty,27.59,51.34,97.09,32.57,23.47
Haryana,Groundnut,Clay,31.56,31.01,75.92,18.84,25.29
Gujarat,Cotton,Silty,31.05,31.69,29.71,23.68,19.55
Haryana,Groundnut,Peaty,26.52,67.64,8.73,40.5,12.73
Karnataka,Cotton,Sandy,39.64,79.55,99.87,28.62,28.16
AndhraPradesh,Pulses,Sandy,30.25,82.51,88.39,14.68,26.98
AndhraPradesh,Pulses,Sandy,28.54,88.28,15.01,12.52,19.56
MadhyaPradesh,Maize,Clay,26.9,66.76,18.92,23.9,17.18
AndhraPradesh,Wheat,Silty,21.57,35.06,45.63,59.08,11.22
MadhyaPradesh,Pulses,Loamy,33.32,83.66,72.2,10.08,27.2
UttarPradesh,Sugarcane,Silty,24.71,86.25,94.92,18.86,25.13
Punjab,Maize,Clay,38.99,62.73,89.76,18.88,28.9
AndhraPradesh,Rice,Peaty,36.42,58.32,78.07,50.18,20.7
Rajasthan,Rice,Sandy,24.69,76.78,70.41,54.67,15.51
TamilNadu,Rice,Sandy,30.42,86.62,33.41,40.67,16.33
UttarPradesh,Wheat,Silty,38.06,30.33,61.14,26.6,24.21
AndhraPradesh,Wheat,Silty,35.74,81.16,78.7,39.07,22.78
Gujarat,Sugarcane,Sandy,20.13,66.37,45.77,13.23,19.97
MadhyaPradesh,Pulses,Loamy,36.77,44.38,90.55,50.53,21.98
MadhyaPradesh,Rice,Clay,23.39,80.41,20.03,19.61,17.1
Rajasthan,Maize,Sandy,38.29,82.6,83.46,30.46,25.74
Karnataka,Groundnut,Silty,24.46,75.44,41.68,45.13,14.48
Punjab,Maize,Clay,31.49,32.37,66.91,39.29,20.28
MadhyaPradesh,Wheat,Sandy,38.99,83.98,84.47,32.09,25.73
AndhraPradesh,Pulses,Silty,30.03,70.56,77.4,34.57,21.84
Gujarat,Sugarcane,Clay,24.01,44.17,95.14,32.65,22.19
UttarPradesh,Cotton,Clay,33.43,37.08,22.08,37.65,16.71
AndhraPradesh,Rice,Loamy,30.5,46.33,18.4,58.19,11.35
Gujarat,Groundnut,Loamy,35.24,46.15,57.37,26.56,23.0
AndhraPradesh,Cotton,Loamy,31.64,72.27,26.51,21.59,19.82
Karnataka,Groundnut,Silty,26.66,89.08,93.08,25.08,24.29
UttarPradesh,Groundnut,Loamy,24.92,76.52,24.52,33.92,15.14
Punjab,Wheat,Clay,32.34,36.29,27.72,23.58,19.76
MadhyaPradesh,Pulses,Peaty,23.08,40.85,32.55,45.64,13.05
Maharashtra,Pulses,Loamy,36.99,51.38,57.61,38.19,21.22
TamilNadu,Rice,Clay,31.99,83.65,20.84,10.46,21.59
AndhraPradesh,Cotton,Loamy,25.27,65.28,95.07,26.25,23.84
Punjab,Maize,Loamy,32.81,83.11,91.22,10.24,28.92
Rajasthan,Groundnut,Clay,20.42,64.92,39.81,52.39,11.63
Gujarat,Groundnut,Sandy,35.46,44.09,69.66,11.76,27.25
Karnataka,Cotton,Loamy,21.3,62.93,22.66,41.47,12.36
AndhraPradesh,Sugarcane,Sandy,24.04,31.08,25.15,10.48,19.63
MadhyaPradesh,Pulses,Loamy,36.99,32.62,54.63,30.15,22.53
TamilNadu,Wheat,Peaty,35.8,58.1,61.16,34.65,21.93
AndhraPradesh,Wheat,Clay,34.28,39.73,58.31,27.86,22.54
Gujarat,Maize,Loamy,38.38,55.44,50.53,17.13,25.14
Gujarat,Rice,Clay,31.17,32.18,85.69,49.79,19.96
UttarPradesh,Cotton,Peaty,32.78,75.37,37.04,20.89,21.36
Bihar,Pulses,Sandy,25.74,89.91,69.25,57.34,15.18
Bihar,Rice,Silty,24.05,73.88,68.3,33.92,19.26
Haryana,Pulses,Clay,29.97,78.46,90.24,37.4,22.54
Rajasthan,Groundnut,Sandy,25.39,80.8,6.86,47.01,10.9
Punjab,Rice,Silty,32.49,35.39,99.47,24.22,26.85
Haryana,Wheat,Clay,39.86,31.25,47.72,15.98,25.53
Telangana,Wheat,Sandy,30.89,55.99,82.72,27.62,24.02
Haryana,Pulses,Loamy,36.46,71.28,79.39,30.97,24.68
MadhyaPradesh,Cotton,Silty,34.39,65.39,68.45,12.54,26.65
Maharashtra,Pulses,Clay,34.4,83.68,87.32,39.65,23.12
Maharashtra,Groundnut,Silty,20.93,80.89,48.96,39.5,15.28
Karnataka,Rice,Peaty,34.34,83.52,43.95,11.33,24.43
Rajasthan,Sugarcane,Clay,31.16,81.53,19.37,48.34,13.62
Telangana,Pulses,Silty,38.04,37.13,82.93,57.75,20.15
Bihar,Cotton,Silty,20.48,57.48,28.4,10.29,18.93
AndhraPradesh,Rice,Silty,23.15,85.98,52.19,12.35,21.69
Bihar,Rice,Loamy,27.08,83.9,57.09,15.36,22.76
Karnataka,Wheat,Peaty,32.91,89.71,26.94,58.39,12.89
Rajasthan,Wheat,Sandy,27.83,77.83,34.13,54.4,12.88
Gujarat,Pulses,Silty,35.46,39.57,61.61,56.38,17.52
AndhraPradesh,Wheat,Loamy,25.39,78.9,87.34,31.66,22.02
Haryana,Maize,Clay,25.03,54.63,70.98,41.67,18.27
MadhyaPradesh,Cotton,Silty,21.85,56.11,11.44,44.74,10.75
UttarPradesh,Pulses,Loamy,27.01,37.01,14.86,51.45,11.3
AndhraPradesh,Groundnut,Silty,31.38,49.15,52.39,22.77,22.1
MadhyaPradesh,Rice,Clay,35.1,77.33,28.41,35.9,18.19
Maharashtra,Maize,Peaty,27.12,69.85,70.06,10.47,25.05
Maharashtra,Sugarcane,Loamy,32.9,86.67,21.46,40.46,15.92
Gujarat,Pulses,Silty,25.04,66.89,25.08,49.09,12.2
AndhraPradesh,Rice,Silty,34.28,67.43,35.51,55.06,14.82
Rajasthan,Pulses,Silty,33.08,48.92,83.08,14.55,27.32
UttarPradesh,Groundnut,Silty,37.35,83.22,86.81,22.88,27.31
Gujarat,Wheat,Sandy,22.25,68.99,7.73,40.9,11.27
Telangana,Wheat,Peaty,37.93,52.54,14.23,32.12,18.38
Karnataka,Sugarcane,Loamy,38.83,41.31,46.77,47.97,18.73
AndhraPradesh,Sugarcane,Sandy,32.95,38.99,52.98,12.59,24.66
Punjab,Sugarcane,Sandy,21.09,71.32,80.95,35.92,19.24
Rajasthan,Cotton,Peaty,26.03,38.97,35.5,23.71,18.62
Karnataka,Rice,Sandy,37.42,50.77,29.35,19.14,22.33
Punjab,Pulses,Peaty,32.03,88.67,80.76,52.66,19.15
Bihar,Wheat,Sandy,38.16,53.86,99.93,45.4,24.36
AndhraPradesh,Sugarcane,Clay,24.01,56.16,43.87,12.63,21.06
Haryana,Pulses,Silty,33.33,68.48,21.73,44.62,15.25
UttarPradesh,Wheat,Loamy,23.03,33.53,28.02,14.63,18.79
Rajasthan,Groundnut,Sandy,37.91,56.39,32.83,23.49,21.96
Rajasthan,Sugarcane,Clay,26.29,72.17,72.26,52.43,16.63
MadhyaPradesh,Maize,Silty,38.69,39.22,41.19,26.4,22.45
Haryana,Rice,Loamy,31.7,62.62,30.83,37.74,17.05
Punjab,Maize,Loamy,22.33,57.82,86.03,39.77,19.35
Bihar,Cotton,Peaty,30.88,65.42,81.17,42.48,20.89
Punjab,Groundnut,Peaty,20.91,66.91,6.51,27.98,13.33
Bihar,Pulses,Loamy,31.78,78.14,67.14,39.51,20.35
Gujarat,Cotton,Sandy,37.22,82.83,13.01,15.37,21.39
UttarPradesh,Sugarcane,Silty,31.54,37.15,77.83,17.65,25.72
TamilNadu,Maize,Peaty,25.28,43.14,12.98,35.35,13.81
Bihar,Maize,Sandy,39.14,71.41,61.95,47.06,20.52
AndhraPradesh,Pulses,Silty,37.79,59.58,67.05,24.28,25.19
Punjab,Wheat,Silty,38.94,42.55,70.53,24.09,25.92
Telangana,Rice,Sandy,21.45,61.61,50.15,33.67,16.72
Telangana,Pulses,Peaty,29.34,61.9,71.16,46.7,18.58
Maharashtra,Groundnut,Clay,35.28,73.13,17.71,24.72,19.41
Karnataka,Cotton,Loamy,37.63,87.35,49.48,51.51,17.94
Telangana,Rice,Clay,37.95,31.35,7.46,57.9,12.55
MadhyaPradesh,Rice,Clay,33.93,48.98,26.04,27.98,19.19
MadhyaPradesh,Pulses,Sandy,28.68,33.67,31.38,46.46,14.45
Punjab,Groundnut,Peaty,22.13,47.33,36.5,14.82,19.32
Gujarat,Cotton,Peaty,27.85,65.68,78.78,38.45,20.54
TamilNadu,Maize,Peaty,25.17,36.43,60.81,25.98,20.44
MadhyaPradesh,Maize,Clay,22.43,58.64,85.33,22.0,22.86
AndhraPradesh,Wheat,Silty,31.3,83.16,64.54,25.21,22.8
AndhraPradesh,Sugarcane,Sandy,26.98,75.0,36.98,30.97,17.6
Telangana,Pulses,Peaty,32.77,33.78,51.64,51.9,16.62
Punjab,Pulses,Peaty,20.09,71.95,39.09,36.36,14.66
Maharashtra,Maize,Sandy,24.66,41.71,41.96,26.91,18.21
MadhyaPradesh,Cotton,Sandy,20.12,66.26,90.66,18.77,23.35
Gujarat,Sugarcane,Loamy,24.06,47.17,94.0,28.6,22.9
Gujarat,Sugarcane,Clay,27.02,60.25,24.38,51.49,12.25
TamilNadu,Maize,Loamy,36.28,42.19,30.97,49.19,16.14
TamilNadu,Cotton,Loamy,31.02,67.69,97.23,45.99,21.83
Punjab,Rice,Silty,31.98,69.85,6.51,22.79,17.69
Punjab,Maize,Loamy,32.02,47.55,97.0,48.51,21.6
Rajasthan,Sugarcane,Peaty,25.13,34.01,22.84,39.41,13.94
Haryana,Maize,Loamy,32.77,32.51,31.86,26.73,19.67
Telangana,Rice,Silty,29.21,48.09,31.49,23.84,19.14
TamilNadu,Cotton,Peaty,30.74,43.07,64.54,59.95,15.69
Gujarat,Rice,Sandy,33.73,71.29,27.98,52.48,14.42
Bihar,Rice,Sandy,21.54,46.65,74.6,34.79,18.96
MadhyaPradesh,Groundnut,Clay,22.76,73.09,41.67,14.39,20.12
Maharashtra,Rice,Peaty,32.78,80.98,46.81,12.88,23.94
UttarPradesh,Pulses,Clay,34.98,54.51,33.47,42.0,17.44
Punjab,Maize,Silty,31.7,75.18,95.34,36.55,23.73
Haryana,Cotton,Clay,39.8,44.13,94.82,56.13,22.2
Haryana,Sugarcane,Loamy,38.63,79.52,45.23,51.46,17.82
Gujarat,Wheat,Sandy,37.37,82.47,58.46,40.84,20.89
Karnataka,Cotton,Clay,23.86,63.15,5.34,49.63,9.77
AndhraPradesh,Pulses,Peaty,20.34,70.72,54.89,18.74,19.84
AndhraPradesh,Groundnut,Silty,29.28,89.79,97.55,47.93,20.95
Gujarat,Rice,Loamy,35.26,45.69,91.21,22.87,27.12
UttarPradesh,Pulses,Silty,32.27,67.14,56.04,39.4,19.41
Bihar,Wheat,Silty,25.89,57.92,45.25,32.02,17.89
Telangana,Maize,Peaty,32.59,30.99,35.66,28.07,19.73
Bihar,Rice,Sandy,39.94,79.99,51.74,32.52,22.65
Bihar,Groundnut,Peaty,37.73,54.99,12.48,40.93,16.38
Telangana,Sugarcane,Silty,25.93,63.5,76.59,34.78,20.48
Rajasthan,Groundnut,Sandy,30.65,82.76,41.72,52.17,14.93
Gujarat,Sugarcane,Clay,25.06,68.12,77.66,10.98,25.09
Telangana,Cotton,Sandy,39.63,88.65,91.56,31.44,26.76
Haryana,Groundnut,Silty,20.13,33.28,21.67,38.14,12.58
Karnataka,Rice,Loamy,35.44,78.74,87.9,41.14,23.19
Karnataka,Wheat,Clay,23.38,39.56,52.83,12.12,21.87
Maharashtra,Sugarcane,Silty,39.01,53.87,15.92,37.66,17.76
Punjab,Pulses,Sandy,25.0,74.1,40.98,12.2,21.16
Telangana,Pulses,Silty,39.31,58.14,67.94,10.75,28.44
Gujarat,Groundnut,Peaty,33.81,49.27,79.38,18.72,26.34
Rajasthan,Wheat,Silty,20.75,52.35,13.47,20.89,15.39
Punjab,Sugarcane,Sandy,23.74,65.53,93.38,37.99,20.86
AndhraPradesh,Groundnut,Silty,37.92,37.12,63.47,37.73,22.18
UttarPradesh,Rice,Clay,33.61,70.27,51.76,11.92,24.88
Maharashtra,Sugarcane,Loamy,22.78,84.24,80.28,39.83,18.9
Telangana,Cotton,Peaty,20.85,33.86,71.18,13.96,22.58
Haryana,Groundnut,Silty,27.59,70.97,48.68,12.48,22.65
UttarPradesh,Rice,Silty,25.1,86.02,93.01,48.12,19.21
UttarPradesh,Pulses,Peaty,31.34,69.9,37.84,59.39,13.31
Telangana,Maize,Peaty,28.19,75.47,47.51,58.87,13.43
UttarPradesh,Sugarcane,Sandy,22.83,55.7,52.05,53.73,13.31
Bihar,Rice,Peaty,23.82,88.63,61.25,56.4,13.99
MadhyaPradesh,Rice,Peaty,27.57,42.84,8.01,15.38,18.0
Bihar,Pulses,Sandy,25.44,51.79,78.1,51.84,17.07
Karnataka,Sugarcane,Clay,22.44,42.33,36.63,38.95,14.61
TamilNadu,Pulses,Sandy,30.1,80.7,99.61,14.14,28.16
MadhyaPradesh,Pulses,Loamy,36.05,70.02,41.91,55.64,15.88
Haryana,Pulses,Clay,30.12,52.71,33.34,39.35,16.5
Karnataka,Rice,Clay,38.04,67.09,42.76,53.55,16.98
Karnataka,Wheat,Silty,28.97,39.0,96.56,31.47,24.05
MadhyaPradesh,Rice,Sandy,32.16,59.76,76.19,23.45,24.58
Rajasthan,Wheat,Silty,23.86,62.76,35.17,10.6,20.55
Bihar,Wheat,Loamy,31.24,57.71,57.42,47.03,17.71
UttarPradesh,Wheat,Peaty,38.24,66.87,7.49,47.38,14.74
Telangana,Pulses,Silty,35.96,88.35,44.31,49.0,17.42
AndhraPradesh,Groundnut,Sandy,23.07,33.57,71.36,30.13,20.03
UttarPradesh,Sugarcane,Loamy,25.64,49.97,90.24,22.77,24.16
AndhraPradesh,Pulses,Loamy,27.9,41.54,93.58,30.01,23.73
Punjab,Sugarcane,Peaty,22.34,55.19,26.43,34.17,14.51
MadhyaPradesh,Pulses,Clay,39.11,89.04,68.42,43.44,21.89
Gujarat,Pulses,Peaty,26.95,67.35,66.27,12.97,24.12
UttarPradesh,Pulses,Silty,37.0,57.7,19.17,28.89,19.24
Haryana,Rice,Loamy,35.66,54.13,55.7,54.59,17.35
Karnataka,Pulses,Silty,26.97,30.51,23.35,21.81,18.06
UttarPradesh,Maize,Peaty,36.08,34.53,48.14,13.01,25.04
Bihar,Groundnut,Peaty,38.54,57.32,42.54,25.64,22.69
Telangana,Sugarcane,Peaty,26.62,68.32,7.35,46.13,11.49
MadhyaPradesh,Wheat,Loamy,24.41,77.25,17.41,52.99,10.47
Telangana,Pulses,Loamy,36.73,71.41,78.95,27.4,25.43
TamilNadu,Cotton,Sandy,32.0,40.53,34.53,52.35,14.58
Haryana,Groundnut,Clay,38.02,80.47,92.86,27.7,27.15
Punjab,Cotton,Peaty,29.71,31.06,54.71,32.73,19.84
Maharashtra,Wheat,Peaty,38.94,37.76,59.68,26.35,24.38
Telangana,Rice,Loamy,28.9,85.74,13.44,56.57,10.7
UttarPradesh,Sugarcane,Clay,39.99,65.27,45.08,34.7,21.56
Maharashtra,Pulses,Silty,33.89,58.57,8.31,10.45,20.91
AndhraPradesh,Maize,Loamy,29.7,56.19,17.53,55.96,11.47
MadhyaPradesh,Groundnut,Sandy,31.71,80.93,46.58,13.12,23.55
Karnataka,Sugarcane,Peaty,24.51,75.56,10.67,57.64,8.89
UttarPradesh,Sugarcane,Sandy,22.4,75.48,46.86,43.02,14.8
Maharashtra,Cotton,Clay,22.26,70.41,24.38,44.93,12.13
Gujarat,Pulses,Clay,37.18,84.11,29.21,38.86,18.3
Rajasthan,Groundnut,Silty,37.61,42.31,87.58,34.18,25.21
TamilNadu,Groundnut,Loamy,30.76,36.61,21.44,36.78,16.02
Rajasthan,Maize,Clay,29.91,63.69,27.12,31.25,17.43
TamilNadu,Rice,Loamy,28.56,46.69,23.55,29.6,17.0
UttarPradesh,Groundnut,Sandy,28.37,70.51,16.96,21.47,17.91
Maharashtra,Maize,Sandy,31.25,84.61,24.44,47.3,14.36
Bihar,Rice,Clay,35.38,67.7,86.39,14.09,28.44
AndhraPradesh,Pulses,Loamy,24.37,77.78,17.48,30.39,14.98
MadhyaPradesh,Pulses,Peaty,27.7,33.17,35.04,13.11,21.19
Telangana,Maize,Peaty,35.63,35.53,16.49,53.28,13.68
AndhraPradesh,Maize,Loamy,23.71,70.13,35.3,28.77,16.89
Rajasthan,Sugarcane,Loamy,20.37,38.13,42.46,47.41,12.88
MadhyaPradesh,Cotton,Sandy,29.45,78.3,39.94,14.26,21.98
MadhyaPradesh,Wheat,Peaty,36.39,39.89,61.17,32.89,22.46
AndhraPradesh,Rice,Loamy,29.68,31.08,86.28,12.07,27.12
AndhraPradesh,Rice,Loamy,35.86,74.48,44.38,26.07,21.98
MadhyaPradesh,Pulses,Loamy,36.14,61.61,90.42,26.83,26.52
Punjab,Maize,Sandy,25.07,73.66,42.0,21.37,19.45
Rajasthan,Maize,Sandy,27.86,36.84,99.43,50.19,20.26
Gujarat,Rice,Loamy,37.3,42.1,94.12,43.65,23.87
Bihar,Sugarcane,Sandy,22.06,80.3,42.09,53.16,12.2
TamilNadu,Wheat,Loamy,39.8,61.02,78.92,48.4,22.15
Haryana,Groundnut,Peaty,36.32,76.67,90.25,22.06,27.51
Maharashtra,Rice,Silty,36.09,73.56,32.09,30.78,19.88
Telangana,Pulses,Clay,33.92,42.68,66.75,11.19,26.61
Rajasthan,Wheat,Loamy,34.8,72.63,70.77,59.77,17.56
Rajasthan,Sugarcane,Loamy,30.75,77.09,83.91,49.14,19.79
Rajasthan,Cotton,Loamy,21.0,81.02,51.49,20.69,19.31
Rajasthan,Cotton,Loamy,20.86,77.91,23.06,24.34,15.7
AndhraPradesh,Wheat,Silty,37.94,37.77,61.83,55.19,18.53
Telangana,Pulses,Sandy,33.18,56.28,99.04,53.79,21.1
Punjab,Wheat,Sandy,23.02,48.4,13.02,51.61,9.89
Gujarat,Pulses,Clay,39.72,63.16,68.47,41.18,22.53
Maharashtra,Cotton,Silty,33.76,44.87,90.2,43.05,22.54
Punjab,Pulses,Peaty,25.37,76.06,69.96,23.67,21.87
AndhraPradesh,Cotton,Clay,31.69,82.43,86.14,39.04,22.31
AndhraPradesh,Wheat,Loamy,22.63,63.2,81.66,56.32,15.69
AndhraPradesh,Groundnut,Loamy,21.53,82.53,64.32,58.6,13.17
TamilNadu,Cotton,Clay,26.66,65.2,47.33,48.0,15.13
MadhyaPradesh,Pulses,Silty,24.71,46.81,26.23,37.24,14.59
Punjab,Wheat,Peaty,30.08,73.68,55.28,17.1,23.13
Haryana,Groundnut,Peaty,23.23,37.23,32.21,27.41,16.71
TamilNadu,Cotton,Clay,35.73,39.94,88.38,47.48,22.06
Bihar,Wheat,Silty,21.45,45.5,16.35,39.75,12.12
Gujarat,Pulses,Loamy,25.05,70.45,23.95,10.29,19.85
Maharashtra,Wheat,Loamy,29.54,82.98,39.54,40.64,16.69
Telangana,Sugarcane,Loamy,39.57,75.83,46.87,57.28,17.1
Rajasthan,Cotton,Sandy,26.77,61.13,51.64,11.91,22.81
AndhraPradesh,Cotton,Sandy,20.82,62.33,24.15,15.67,17.53
Maharashtra,Groundnut,Silty,36.36,78.79,53.76,59.54,16.38
Bihar,Rice,Silty,24.28,81.32,57.19,33.7,18.26
Telangana,Groundnut,Clay,27.14,52.25,48.57,51.93,14.61
Haryana,Maize,Silty,32.56,86.96,6.35,35.64,15.28
AndhraPradesh,Cotton,Clay,28.6,45.05,9.3,52.72,10.97
AndhraPradesh,Groundnut,Silty,37.49,66.01,16.21,29.57,18.95
MadhyaPradesh,Pulses,Clay,32.5,77.45,91.66,42.37,22.44
Rajasthan,Groundnut,Clay,33.32,51.22,66.86,29.77,22.73
TamilNadu,Maize,Sandy,32.37,72.7,78.84,30.1,23.57
TamilNadu,Wheat,Clay,35.44,34.49,73.28,41.47,21.67
Gujarat,Pulses,Clay,37.8,60.01,98.5,31.5,26.89
Bihar,Rice,Clay,29.3,76.56,94.63,27.2,24.81
UttarPradesh,Pulses,Silty,31.54,74.14,61.07,26.43,22.28
Telangana,Maize,Sandy,23.82,41.15,65.33,49.85,15.71
Karnataka,Rice,Silty,25.78,75.04,12.91,55.33,9.96
Haryana,Maize,Silty,38.1,55.59,74.03,20.98,26.64
Karnataka,Groundnut,Silty,39.28,62.89,43.97,47.23,18.74
Haryana,Wheat,Loamy,24.81,66.17,98.76,24.26,24.47
Rajasthan,Cotton,Loamy,21.69,32.27,96.2,11.71,25.79
Gujarat,Wheat,Clay,25.6,56.19,10.28,23.92,15.92
Punjab,Cotton,Silty,38.83,82.79,39.84,38.64,19.91
Gujarat,Groundnut,Loamy,32.66,40.21,76.66,12.97,26.87
Maharashtra,Wheat,Silty,33.62,32.8,91.66,48.88,21.48
MadhyaPradesh,Rice,Sandy,28.85,82.49,23.46,56.53,11.69
MadhyaPradesh,Cotton,Peaty,24.7,83.68,26.75,10.52,19.98
Rajasthan,Pulses,Sandy,32.17,61.31,73.4,42.95,20.4
Punjab,Rice,Peaty,28.94,66.08,59.76,28.53,20.95
MadhyaPradesh,Maize,Loamy,32.37,57.24,75.67,14.12,26.45
Bihar,Groundnut,Loamy,22.75,44.74,89.31,27.8,22.2
Gujarat,Cotton,Silty,21.76,37.97,54.29,42.52,15.45
Haryana,Groundnut,Peaty,20.42,81.02,49.33,51.42,12.78
Rajasthan,Rice,Silty,25.64,75.35,79.54,56.22,16.4
UttarPradesh,Wheat,Clay,22.68,75.25,53.34,59.52,12.23
Haryana,Wheat,Sandy,37.21,67.62,78.94,34.63,24.13
Karnataka,Maize,Silty,25.93,51.77,6.66,45.33,11.38
Maharashtra,Cotton,Silty,37.73,72.04,67.59,23.17,25.44
Gujarat,Cotton,Sandy,28.6,50.96,87.16,22.41,24.81
TamilNadu,Groundnut,Clay,38.98,75.72,39.75,31.92,21.28
Maharashtra,Groundnut,Sandy,28.78,69.24,58.59,32.59,19.98
AndhraPradesh,Maize,Peaty,36.79,35.07,41.0,50.39,17.06
AndhraPradesh,Wheat,Loamy,24.77,68.11,56.04,17.91,21.45
AndhraPradesh,Rice,Peaty,33.07,37.95,72.72,11.73,26.85
Punjab,Maize,Loamy,25.7,34.64,6.68,30.54,14.27
Telangana,Sugarcane,Sandy,27.33,44.06,69.24,55.13,16.1
Karnataka,Maize,Clay,39.48,76.83,55.2,47.18,19.93
MadhyaPradesh,Cotton,Sandy,33.52,80.08,94.95,41.22,23.31
UttarPradesh,Groundnut,Loamy,37.18,88.32,78.21,22.53,26.47
UttarPradesh,Wheat,Sandy,35.09,46.69,25.41,11.95,22.68
TamilNadu,Pulses,Peaty,25.88,66.16,56.98,17.14,22.03
Rajasthan,Wheat,Clay,35.07,58.87,46.74,59.87,15.22
MadhyaPradesh,Cotton,Silty,22.45,48.97,42.91,45.08,14.01
TamilNadu,Sugarcane,Silty,39.96,56.78,41.14,11.58,25.79
Rajasthan,Sugarcane,Loamy,31.29,87.81,69.68,59.6,16.43
UttarPradesh,Wheat,Silty,32.6,73.28,20.32,34.61,16.89
Bihar,Rice,Loamy,24.45,41.72,77.49,28.84,21.32
Rajasthan,Sugarcane,Sandy,21.48,51.87,20.01,35.77,13.29
Maharashtra,Pulses,Silty,25.51,65.37,73.42,41.66,18.66
Maharashtra,Groundnut,Loamy,21.56,62.68,21.69,41.14,12.41
Maharashtra,Maize,Sandy,32.65,35.34,57.96,38.69,19.85
Punjab,Pulses,Clay,38.67,73.81,45.91,11.49,25.89
Maharashtra,Rice,Peaty,37.7,50.61,21.35,42.02,17.04
Maharashtra,Wheat,Silty,39.3,82.82,93.21,24.56,28.2
Rajasthan,Rice,Sandy,22.9,48.84,54.5,50.82,14.16
Bihar,Pulses,Sandy,32.81,76.52,26.5,27.06,19.08
